cid,pref,city,住居表示実施状況(entire/partial/not yet),調査年月日,実施状況公開情報,"公開フォーマット
（PDF、CSVなど）",国土地理院住居表示住所デジタルデータ,MEMO
32205,島根県,大田市,未実施,2021/12/21,,none,none,
32206,島根県,安来市,一部地域で実施,2021/12/21,,none,https://saigai.gsi.go.jp/jusho/view/pref/city/32206.html,
32207,島根県,江津市,未実施,2021/12/21,,none,none,
32209,島根県,雲南市,未実施,2021/12/21,,none,none,
32343,島根県,奥出雲町,未実施,2021/12/21,,none,none,
32386,島根県,飯南町,未実施,2021/12/21,,none,none,
32441,島根県,川本町,未実施,2021/12/21,,none,none,
32448,島根県,美郷町,未実施,2021/12/21,,none,none,
32449,島根県,邑南町,未実施,2021/12/21,,none,none,
32501,島根県,津和野町,未実施,2021/12/21,,none,none,
32505,島根県,吉賀町,未実施,2021/12/21,,none,none,
32525,島根県,海士町,未実施,2021/12/21,,none,none,
32526,島根県,西ノ島町,未実施,2021/12/21,,none,none,
32527,島根県,知夫村,未実施,2021/12/21,,none,none,
32528,島根県,隠岐の島町,未実施,2021/12/21,,none,none,
33101,岡山県,岡山市 北区,一部地域で実施,2021/12/21,https://www.city.okayama.jp/kurashi/cmsfiles/contents/0000002/2569/000280716.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/33101.html,
33102,岡山県,岡山市 中区,一部地域で実施,2021/12/21,https://www.city.okayama.jp/kurashi/cmsfiles/contents/0000002/2569/000280716.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/33102.html,
33103,岡山県,岡山市 東区,一部地域で実施,2021/12/21,https://www.city.okayama.jp/kurashi/cmsfiles/contents/0000002/2569/000280716.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/33103.html,
33104,岡山県,岡山市 南区,一部地域で実施,2021/12/21,https://www.city.okayama.jp/kurashi/cmsfiles/contents/0000002/2569/000280716.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/33104.html,
33202,岡山県,倉敷市,一部地域で実施,2021/12/21,https://www.city.kurashiki.okayama.jp/secure/12277/itiranhyou.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/33202.html,
33203,岡山県,津山市,未実施,2021/12/21,none,none,none,
33204,岡山県,玉野市,一部地域で実施,2021/12/21,https://www.city.tamano.lg.jp/soshiki/10/1029.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/33204.html,
33205,岡山県,笠岡市,未実施,2021/12/21,none,none,none,
33207,岡山県,井原市,未実施,2021/12/21,,none,none,
33208,岡山県,総社市,一部地域で実施,2021/12/21,https://www.city.soja.okayama.jp/shimin/kurashi/jukyo_hyoji.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/33208.html,
33209,岡山県,高梁市,未実施,2021/12/21,,none,none,
33210,岡山県,新見市,未実施,2021/12/21,,none,none,
33211,岡山県,備前市,未実施,2021/12/21,,none,none,
33212,岡山県,瀬戸内市,未実施,2021/12/21,,none,none,
33213,岡山県,赤磐市,未実施,2021/12/21,,none,none,
33214,岡山県,真庭市,未実施,2021/12/21,,none,none,
33215,岡山県,美作市,未実施,2021/12/21,,none,none,
33216,岡山県,浅口市,未実施,2021/12/21,,none,none,
33346,岡山県,和気町,未実施,2021/12/21,,none,none,
33423,岡山県,早島町,未実施,2021/12/21,,none,none,
33445,岡山県,里庄町,未実施,2021/12/21,,none,none,
33461,岡山県,矢掛町,未実施,2021/12/21,,none,none,
33586,岡山県,新庄村,未実施,2021/12/21,,none,none,
33606,岡山県,鏡野町,未実施,2021/12/21,,none,none,
33622,岡山県,勝央町,未実施,2021/12/21,,none,none,
33623,岡山県,奈義町,未実施,2021/12/21,,none,none,
33643,岡山県,西粟倉村,未実施,2021/12/21,,none,none,
33663,岡山県,久米南町,未実施,2021/12/21,,none,none,
33666,岡山県,美咲町,未実施,2021/12/21,,none,none,
33681,岡山県,吉備中央町,未実施,2021/12/21,,none,none,
34101,広島県,広島市 中区,一部地域で実施,2021/12/22,https://www.city.hiroshima.lg.jp/site/faq/14986.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/34101.html,
34102,広島県,広島市 東区,一部地域で実施,2021/12/22,https://www.city.hiroshima.lg.jp/site/faq/14986.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/34102.html,
34103,広島県,広島市 南区,一部地域で実施,2021/12/22,https://www.city.hiroshima.lg.jp/site/faq/14986.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/34103.html,
34104,広島県,広島市 西区,一部地域で実施,2021/12/22,https://www.city.hiroshima.lg.jp/site/faq/14986.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/34104.html,
34105,広島県,広島市 安佐南区,一部地域で実施,2021/12/22,https://www.city.hiroshima.lg.jp/site/faq/14986.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/34105.html,
34106,広島県,広島市 安佐北区,一部地域で実施,2021/12/22,https://www.city.hiroshima.lg.jp/site/faq/14986.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/34106.html,
34107,広島県,広島市 安芸区,一部地域で実施,2021/12/22,https://www.city.hiroshima.lg.jp/site/faq/14986.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/34107.html,
34108,広島県,広島市 佐伯区,一部地域で実施,2021/12/22,https://www.city.hiroshima.lg.jp/site/faq/14986.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/34108.html,
34202,広島県,呉市,一部地域で実施,2021/12/22,https://www.city.kure.lg.jp/soshiki/49/newpage-jyuukyo-downroad-.html,none,https://saigai.gsi.go.jp/jusho/view/pref/city/34202.html,
34203,広島県,竹原市,一部地域で実施,2021/12/22,https://www.city.takehara.lg.jp/simin/todokede/juukyohyouji.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/34203.html,
34204,広島県,三原市,一部地域で実施,2021/12/22,https://www.city.mihara.hiroshima.jp/soshiki/31/jukyokuiki.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/34204.html,
34205,広島県,尾道市,一部地域で実施,2021/12/22,https://www.city.onomichi.hiroshima.jp/soshiki/14/2128.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/34205.html,
34207,広島県,福山市,一部地域で実施,2021/12/22,https://www.city.fukuyama.hiroshima.jp/soshiki/shimin/1957.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/34207.html,
34208,広島県,府中市,未実施,2021/12/22,none,none,none,
34209,広島県,三次市,一部地域で実施,2021/12/22,,none,https://saigai.gsi.go.jp/jusho/view/pref/city/34209.html,
34210,広島県,庄原市,一部地域で実施,2021/12/22,,none,https://saigai.gsi.go.jp/jusho/view/pref/city/34210.html,
34211,広島県,大竹市,一部地域で実施,2021/12/22,http://www.city.otake.hiroshima.jp/kurashi/jukyo/2/1455553180852.html,none,https://saigai.gsi.go.jp/jusho/view/pref/city/34211.html,
34212,広島県,東広島市,一部地域で実施,2021/12/22,https://www.city.higashihiroshima.lg.jp/material/files/group/16/jyuukyohyoujijisshikuikiichirann-chikubetu.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/34212.html,
34213,広島県,廿日市市,一部地域で実施,2021/12/22,https://www.city.hatsukaichi.hiroshima.jp/soshiki/19/11983.html,none,https://saigai.gsi.go.jp/jusho/view/pref/city/34213.html,
34214,広島県,安芸高田市,未実施,2021/12/22,none,none,none,
34215,広島県,江田島市,一部地域で実施,2021/12/22,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/34215.html,
34302,広島県,府中町,一部地域で実施,2021/12/22,https://www.town.fuchu.hiroshima.jp/site/juuminnka/2193.html,none,https://saigai.gsi.go.jp/jusho/view/pref/city/34302.html,
34304,広島県,海田町,一部地域で実施,2021/12/22,https://www.town.kaita.lg.jp/life/1/11/74/,none,https://saigai.gsi.go.jp/jusho/view/pref/city/34304.html,
34307,広島県,熊野町,一部地域で実施,2021/12/22,https://www.town.kumano.hiroshima.jp/www/contents/1333437453853/index.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/34307.html,
34309,広島県,坂町,一部地域で実施,2021/12/22,https://www.town.saka.lg.jp/kurashi/seikatsu/jyuukyo_hyouji/index.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/34309.html,
34368,広島県,安芸太田町,未実施,2021/12/22,none,none,none,
34369,広島県,北広島町,未実施,2021/12/22,none,none,none,
34431,広島県,大崎上島町,未実施,2021/12/22,none,none,none,
34462,広島県,世羅町,未実施,2021/12/22,none,none,none,
34545,広島県,神石高原町,未実施,2021/12/22,none,none,none,
35201,山口県,下関市,一部地域で実施,2021/12/22,http://www.city.shimonoseki.lg.jp/www/contents/1142560212573/files/jukyohyouji.xls,XLS,https://saigai.gsi.go.jp/jusho/view/pref/city/35201.html,
35202,山口県,宇部市,一部地域で実施,2021/12/22,https://www.city.ube.yamaguchi.jp/kurashi/sumai/tochi/1002217/1002219/index.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/35202.html,
35203,山口県,山口市,一部地域で実施,2021/12/22,https://www.city.yamaguchi.lg.jp/soshiki/27/22188.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/35203.html,
35204,山口県,萩市,未実施,2021/12/22,none,none,none,
35206,山口県,防府市,一部地域で実施,2021/12/22,https://www.city.hofu.yamaguchi.jp/uploaded/attachment/63900.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/35206.html,
35207,山口県,下松市,一部地域で実施,2021/12/22,https://www.city.kudamatsu.lg.jp/toshiseibi/kensetu/toshi/jyukyo/jyuukyohyouji2.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/35207.html,
35208,山口県,岩国市,一部地域で実施,2021/12/22,https://www.city.iwakuni.lg.jp/soshiki/20/2450.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/35208.html,
35210,山口県,光市,一部地域で実施,2021/12/22,https://www.city.hikari.lg.jp/soshiki/8/seisaku/kaihatushidoukakari/3206.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/35210.html,
35211,山口県,長門市,未実施,2021/12/22,none,none,none,
35212,山口県,柳井市,一部地域で実施,2021/12/22,https://www.city-yanai.jp/soshiki/12/zyukyo.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/35212.html,
35213,山口県,美祢市,未実施,2021/12/22,none,none,none,
35215,山口県,周南市,一部地域で実施,2021/12/22,https://www.city.shunan.lg.jp/uploaded/attachment/51129.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/35215.html,
35216,山口県,山陽小野田市,一部地域で実施,2021/12/22,https://www.city.sanyo-onoda.lg.jp/life/5/42/204/,none,https://saigai.gsi.go.jp/jusho/view/pref/city/35216.html,
35305,山口県,周防大島町,未実施,2021/12/22,none,none,none,
35321,山口県,和木町,一部地域で実施,2021/12/22,https://www.town.waki.lg.jp/soshiki/4/367.html,none,https://saigai.gsi.go.jp/jusho/view/pref/city/35321.html,
35341,山口県,上関町,未実施,2021/12/22,none,none,none,
35343,山口県,田布施町,未実施,2021/12/22,none,none,none,
35344,山口県,平生町,未実施,2021/12/22,none,none,none,
35502,山口県,阿武町,未実施,2021/12/22,none,none,none,
36201,徳島県,徳島市,一部地域で実施,2021/12/31,https://www.city.tokushima.tokushima.jp/kurashi/house/jukyohyouji.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/36201.html,
36202,徳島県,鳴門市,未実施,2021/12/31,none,none,none,
36203,徳島県,小松島市,一部地域で実施,2021/12/31,https://www.city.komatsushima.lg.jp/docs/2147.html,none,https://saigai.gsi.go.jp/jusho/view/pref/city/36203.html,
36204,徳島県,阿南市,未実施,2021/12/31,none,none,none,
36205,徳島県,吉野川市,未実施,2021/12/31,none,none,none,
36206,徳島県,阿波市,未実施,2021/12/31,none,none,none,
36207,徳島県,美馬市,未実施,2021/12/31,none,none,none,
36208,徳島県,三好市,未実施,2021/12/31,none,none,none,
36301,徳島県,勝浦町,未実施,2021/12/31,none,none,none,
36302,徳島県,上勝町,未実施,2021/12/31,none,none,none,
36321,徳島県,佐那河内村,未実施,2021/12/31,none,none,none,
36341,徳島県,石井町,未実施,2021/12/31,none,none,none,
36342,徳島県,神山町,未実施,2021/12/31,none,none,none,
36368,徳島県,那賀町,未実施,2021/12/31,none,none,none,
36383,徳島県,牟岐町,未実施,2021/12/31,none,none,none,
36387,徳島県,美波町,未実施,2021/12/31,none,none,none,
36388,徳島県,海陽町,未実施,2021/12/31,none,none,none,
36401,徳島県,松茂町,未実施,2021/12/31,none,none,none,
36402,徳島県,北島町,未実施,2021/12/31,none,none,none,
36403,徳島県,藍住町,未実施,2021/12/31,none,none,none,
36404,徳島県,板野町,未実施,2021/12/31,none,none,none,
36405,徳島県,上板町,未実施,2021/12/31,none,none,none,
36468,徳島県,つるぎ町,未実施,2021/12/31,none,none,none,
36489,徳島県,東みよし町,未実施,2021/12/31,none,none,none,
37201,香川県,高松市,一部地域で実施,2021/12/31,http://www.city.takamatsu.kagawa.jp/jigyosha/toshikeikaku/kenchiku_kakunin/chiku/ichiran.files/2350_L11_450455zyukyoitiran.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/37201.html,
37202,香川県,丸亀市,一部地域で実施,2021/12/31,https://www.city.marugame.lg.jp/itwinfo/i9498/,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/37202.html,
37203,香川県,坂出市,一部地域で実施,2021/12/31,https://www.city.sakaide.lg.jp/soshiki/simin/juukyohyouji.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/37203.html,
37204,香川県,善通寺市,一部地域で実施,2021/12/31,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/37204.html,
37205,香川県,観音寺市,一部地域で実施,2021/12/31,https://www.city.kanonji.kagawa.jp/soshiki/8/960.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/37205.html,
37206,香川県,さぬき市,未実施,2021/12/31,none,none,none,
37207,香川県,東かがわ市,未実施,2021/12/31,none,none,none,
37208,香川県,三豊市,未実施,2021/12/31,none,none,none,
37322,香川県,土庄町,未実施,2021/12/31,none,none,none,
37324,香川県,小豆島町,未実施,2021/12/31,none,none,none,
37341,香川県,三木町,未実施,2021/12/31,none,none,none,
37364,香川県,直島町,未実施,2021/12/31,none,none,none,
37386,香川県,宇多津町,未実施,2021/12/31,none,none,none,
37387,香川県,綾川町,未実施,2021/12/31,none,none,none,
37403,香川県,琴平町,未実施,2021/12/31,none,none,none,
37404,香川県,多度津町,一部地域で実施,2021/12/31,https://www.town.tadotsu.kagawa.jp/itwinfo/i2134/,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/37404.html,
37406,香川県,まんのう町,未実施,2021/12/31,none,none,none,
38201,愛媛県,松山市,一部地域で実施,2021/12/31,https://www.city.matsuyama.ehime.jp/shisei/machizukuri/toshikeikaku/jyukyo/jyohou/JukyoHyoji-gaiyo.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/38201.html,
38202,愛媛県,今治市,一部地域で実施,2021/12/31,https://www.city.imabari.ehime.jp/siminka/jukyohyoji/jukyohyoji.pdf?1,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/38202.html,
38203,愛媛県,宇和島市,一部地域で実施,2021/12/31,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/38203.html,
38204,愛媛県,八幡浜市,一部地域で実施,2021/12/31,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/38204.html,
38205,愛媛県,新居浜市,一部地域で実施,2021/12/31,https://www.city.niihama.lg.jp/uploaded/life/1718_244616_misc.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/38205.html,
38206,愛媛県,西条市,未実施,2021/12/31,none,none,none,
38207,愛媛県,大洲市,未実施,2021/12/31,none,none,none,
38210,愛媛県,伊予市,未実施,2021/12/31,none,none,none,
38213,愛媛県,四国中央市,未実施,2021/12/31,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/38213.html,
38214,愛媛県,西予市,未実施,2021/12/31,none,none,none,
38215,愛媛県,東温市,未実施,2021/12/31,none,none,none,
38356,愛媛県,上島町,未実施,2021/12/31,none,none,none,
38386,愛媛県,久万高原町,未実施,2021/12/31,none,none,none,
38401,愛媛県,松前町,未実施,2021/12/31,none,none,none,
38402,愛媛県,砥部町,未実施,2021/12/31,none,none,none,
38422,愛媛県,内子町,未実施,2021/12/31,none,none,none,
38442,愛媛県,伊方町,未実施,2021/12/31,none,none,none,
38484,愛媛県,松野町,未実施,2021/12/31,none,none,none,
38488,愛媛県,鬼北町,未実施,2021/12/31,none,none,none,
38506,愛媛県,愛南町,未実施,2021/12/31,none,none,none,
39201,高知県,高知市,一部地域で実施,2021/12/31,https://www.city.kochi.kochi.jp/soshiki/62/jukyohyoji.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/39201.html,
39202,高知県,室戸市,未実施,2021/12/31,none,none,none,
39203,高知県,安芸市,未実施,2021/12/31,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/39203.html,
39204,高知県,南国市,一部地域で実施,2021/12/31,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/39204.html,
39205,高知県,土佐市,未実施,2021/12/31,none,none,none,
39206,高知県,須崎市,一部地域で実施,2021/12/31,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/39206.html,
39208,高知県,宿毛市,一部地域で実施,2021/12/31,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/39208.html,
39209,高知県,土佐清水市,一部地域で実施,2021/12/31,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/39209.html,
39210,高知県,四万十市,一部地域で実施,2021/12/31,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/39210.html,
39211,高知県,香南市,未実施,2021/12/31,none,none,none,
39212,高知県,香美市,一部地域で実施,2021/12/31,https://www.city.kami.lg.jp/soshiki/16/jyukyohyouji.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/39212.html,
39301,高知県,東洋町,未実施,2021/12/31,none,none,none,
39302,高知県,奈半利町,未実施,2021/12/31,none,none,none,
39303,高知県,田野町,未実施,2021/12/31,none,none,none,
39304,高知県,安田町,未実施,2021/12/31,none,none,none,
39305,高知県,北川村,未実施,2021/12/31,none,none,none,
39306,高知県,馬路村,未実施,2021/12/31,none,none,none,
39307,高知県,芸西村,未実施,2021/12/31,none,none,none,
39341,高知県,本山町,未実施,2021/12/31,none,none,none,
39344,高知県,大豊町,未実施,2021/12/31,none,none,none,
39363,高知県,土佐町,未実施,2021/12/31,none,none,none,
39364,高知県,大川村,未実施,2021/12/31,none,none,none,
39386,高知県,いの町,未実施,2021/12/31,none,none,none,
39387,高知県,仁淀川町,未実施,2021/12/31,none,none,none,
39401,高知県,中土佐町,未実施,2021/12/31,none,none,none,
39402,高知県,佐川町,未実施,2021/12/31,none,none,none,
39403,高知県,越知町,未実施,2021/12/31,none,none,none,
39405,高知県,檮原町,未実施,2021/12/31,none,none,none,
39410,高知県,日高村,未実施,2021/12/31,none,none,none,
39411,高知県,津野町,未実施,2021/12/31,none,none,none,
39412,高知県,四万十町,一部地域で実施,2021/12/31,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/39412.html,
39424,高知県,大月町,未実施,2021/12/31,none,none,none,
39427,高知県,三原村,未実施,2021/12/31,none,none,none,
39428,高知県,黒潮町,未実施,2021/12/31,none,none,none,
40101,福岡県,北九州市 門司区,一部地域で実施,2021/12/31,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/40101.html,
40103,福岡県,北九州市 若松区,一部地域で実施,2021/12/31,https://www.city.kitakyushu.lg.jp/wakamatsu/w4100127.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/40103.html,
40105,福岡県,北九州市 戸畑区,一部地域で実施,2021/12/31,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/40105.html,
40106,福岡県,北九州市 小倉北区,一部地域で実施,2021/12/31,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/40106.html,
40107,福岡県,北九州市 小倉南区,一部地域で実施,2021/12/31,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/40107.html,
40108,福岡県,北九州市 八幡東区,一部地域で実施,2021/12/31,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/40108.html,
40109,福岡県,北九州市 八幡西区,一部地域で実施,2021/12/31,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/40109.html,
40131,福岡県,福岡市 東区,一部地域で実施,2021/12/31,https://www.city.fukuoka.lg.jp/data/open/cnt/3/43784/1/jyukyohyouji20180730.pdf?20211206100317,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/40131.html,
40132,福岡県,福岡市 博多区,一部地域で実施,2021/12/31,https://www.city.fukuoka.lg.jp/data/open/cnt/3/43784/1/jyukyohyouji20180730.pdf?20211206100317,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/40132.html,
40133,福岡県,福岡市 中央区,一部地域で実施,2021/12/31,https://www.city.fukuoka.lg.jp/data/open/cnt/3/43784/1/jyukyohyouji20180730.pdf?20211206100317,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/40133.html,
40134,福岡県,福岡市 南区,一部地域で実施,2021/12/31,https://www.city.fukuoka.lg.jp/data/open/cnt/3/43784/1/jyukyohyouji20180730.pdf?20211206100317,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/40134.html,
40135,福岡県,福岡市 西区,一部地域で実施,2021/12/31,https://www.city.fukuoka.lg.jp/data/open/cnt/3/43784/1/jyukyohyouji20180730.pdf?20211206100317,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/40135.html,
40136,福岡県,福岡市 城南区,一部地域で実施,2021/12/31,https://www.city.fukuoka.lg.jp/data/open/cnt/3/43784/1/jyukyohyouji20180730.pdf?20211206100317,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/40136.html,
40137,福岡県,福岡市 早良区,一部地域で実施,2021/12/31,https://www.city.fukuoka.lg.jp/data/open/cnt/3/43784/1/jyukyohyouji20180730.pdf?20211206100317,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/40137.html,
40202,福岡県,大牟田市,未実施,2021/12/31,none,none,none,
40203,福岡県,久留米市,一部地域で実施,2021/12/31,https://www.city.kurume.fukuoka.jp/1050kurashi/2080juutaku/3080juukyohyoji/files/2011-0629-1100.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/40203.html,
40204,福岡県,直方市,一部地域で実施,2021/12/31,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/40204.html,
40205,福岡県,飯塚市,一部地域で実施,2021/12/31,https://www.city.iizuka.lg.jp/shiminmadoguchi/kurashi/madoguti/jyuukyohyouji.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/40205.html,
40206,福岡県,田川市,一部地域で実施,2021/12/31,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/40206.html,
40207,福岡県,柳川市,未実施,2021/12/31,none,none,none,
40210,福岡県,八女市,未実施,2021/12/31,none,none,none,
40211,福岡県,筑後市,一部地域で実施,2021/12/31,https://www.city.chikushino.fukuoka.jp/soshiki/11/1454.html,HTML,none,
40212,福岡県,大川市,未実施,2021/12/31,none,none,none,
40213,福岡県,行橋市,一部地域で実施,2021/12/31,http://www.city.yukuhashi.fukuoka.jp/doc/2013111800375/,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/40213.html,
40214,福岡県,豊前市,未実施,2021/12/31,none,none,none,
40215,福岡県,中間市,未実施,2021/12/31,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/40215.html,
40216,福岡県,小郡市,未実施,2021/12/31,https://www.city.ogori.fukuoka.jp/3246/3247/3268,none,none,
40217,福岡県,筑紫野市,一部地域で実施,2021/12/31,https://www.city.chikushino.fukuoka.jp/soshiki/11/1454.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/40217.html,
40218,福岡県,春日市,未実施,2021/12/31,none,none,none,
40219,福岡県,大野城市,一部地域で実施,2021/12/31,http://www.city.onojo.fukuoka.jp/faq/detail/-/code=FAQ071025500/,none,https://saigai.gsi.go.jp/jusho/view/pref/city/40219.html,
40220,福岡県,宗像市,一部地域で実施,2021/12/31,https://www.city.munakata.lg.jp/w008/010/030/020/0010/201501270522.html,none,https://saigai.gsi.go.jp/jusho/view/pref/city/40220.html,
40221,福岡県,太宰府市,一部地域で実施,2021/12/31,https://www.city.dazaifu.lg.jp/soshiki/7/3057.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/40221.html,
40223,福岡県,古賀市,一部地域で実施,2021/12/31,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/40223.html,
40224,福岡県,福津市,一部地域で実施,2021/12/31,https://www.city.fukutsu.lg.jp/kurashi/todokede/jyukyo/8163.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/40224.html,
40225,福岡県,うきは市,未実施,2021/12/31,none,none,none,
40226,福岡県,宮若市,未実施,2021/12/31,none,none,none,
40227,福岡県,嘉麻市,未実施,2021/12/31,none,none,none,
40228,福岡県,朝倉市,一部地域で実施,2021/12/31,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/40228.html,
40229,福岡県,みやま市,未実施,2021/12/31,none,none,none,
40230,福岡県,糸島市,一部地域で実施,2021/12/31,https://www.city.itoshima.lg.jp/s008/021/20200618111705.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/40230.html,
40305,福岡県,那珂川町,一部地域で実施,2021/12/31,https://www.city.nakagawa.lg.jp/soshiki/6/kuiki.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/40231.html,
40341,福岡県,宇美町,一部地域で実施,2021/12/31,https://www.town.umi.lg.jp/uploaded/attachment/7042.pdf,PDF,https://saigai.gsi.go.jp/jusho/view/pref/city/40341.html,
40342,福岡県,篠栗町,一部地域で実施,2021/12/31,https://www.town.sasaguri.fukuoka.jp/soshiki/jumin/1_1/jissijoukyou/index.html,HTML,none,
40343,福岡県,志免町,一部地域で実施,2021/12/31,https://www.town.shime.lg.jp/soshiki/9/gaiku.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/40343.html,
40344,福岡県,須恵町,未実施,2021/12/31,none,none,none,
40345,福岡県,新宮町,一部地域で実施,2021/12/31,"https://www.town.shingu.fukuoka.jp/index.cfm/49,23919,279,267,html",HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/40345.html,
40348,福岡県,久山町,未実施,2021/12/31,none,none,none,
40349,福岡県,粕屋町,一部地域で実施,2021/12/31,https://www.town.kasuya.fukuoka.jp/s027/030/020/010/010/020/20191204200253.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/40349.html,
40381,福岡県,芦屋町,一部地域で実施,2021/12/31,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/40381.html,
40382,福岡県,水巻町,一部地域で実施,2021/12/31,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/40382.html,
40383,福岡県,岡垣町,一部地域で実施,2021/12/31,http://www.town.okagaki.lg.jp/010/050/050/010/20200213164924.html,HTML,https://saigai.gsi.go.jp/jusho/view/pref/city/40383.html,
40384,福岡県,遠賀町,一部地域で実施,2021/12/31,none,none,https://saigai.gsi.go.jp/jusho/view/pref/city/40384.html,
40401,福岡県,小竹町,未実施,2021/12/31,none,none,none,
40402,福岡県,鞍手町,未実施,2021/12/31,none,none,none,
40421,福岡県,桂川町,未実施,2021/12/31,none,none,none,
40447,福岡県,筑前町,未実施,2021/12/31,none,none,none,
40448,福岡県,東峰村,未実施,2021/12/31,none,none,none,
40503,福岡県,大刀洗町,未実施,2021/12/31,none,none,none,
40522,福岡県,大木町,未実施,2021/12/31,none,none,none,
40544,福岡県,広川町,未実施,2021/12/31,none,none,none,
